Term,es,nes,pval,fdr,gene_set_size,matched_size,genes
Toll-like receptor signaling pathway_Homo sapiens_hsa04620,0.37077899592635777,1.3553039036950967,0.1192468619246862,0.24110296560124014,106,99,"FOS,JUN,CTSK,MAPK10,CXCL8,TLR5,PIK3CD,CD80,CCL3,CCL4,SPP1,IL1B,TLR9,LY96,TBK1,AKT3,AKT1,IRF3,CD86,MAP3K8,IL6,IFNA16,IFNA4,PIK3R3,IFNA21,CD40,MAP2K1,AKT2,RELA,CD14,PIK3CG,PIK3R5,MAPK11,IKBKB,IFNAR2,IKBKG,TICAM2,IFNA5,TLR1,CXCL10,IRF5,PIK3CA,IL12A,IRF7,NFKBIA,PIK3R1,TLR2,TLR7,IFNB1,CCL5,PIK3R2,IFNA2,IFNA10,TLR8,IFNA7,MAPK12,CXCL9,MAP3K7,IFNA1,NFKB1,IL12B,PIK3CB,LBP,TLR4,MAP2K2,MAPK8,CHUK,IRAK1,MAPK9,IFNA17,TIRAP,TNF,TAB2,TAB1,CASP8,CXCL11,MAP2K7,TRAF3,TLR6,MAPK3,IFNA8,TICAM1,MYD88,IFNA14,IKBKE,MAPK14,MAP2K6,RIPK1,MAPK1,TLR3,TRAF6,IFNAR1,MAP2K4,STAT1,TOLLIP,IRAK4,FADD,RAC1,MAPK13"
Acute myeloid leukemia_Homo sapiens_hsa05221,0.3738782850580737,1.3609025681548539,0.0847457627118644,0.24174594065582908,57,56,"ZBTB16,TCF7L1,MYC,PIK3CD,RUNX1T1,PIM1,STAT5A,STAT5B,AKT3,AKT1,ARAF,PIK3R3,TCF7,MAP2K1,AKT2,GRB2,RELA,PIK3CG,PIK3R5,KIT,PML,IKBKB,IKBKG,PIM2,PIK3CA,FLT3,PIK3R1,RPS6KB1,RARA,EIF4EBP1,SPI1,PIK3R2,STAT3,RPS6KB2,CCND1,HRAS,NFKB1,PIK3CB,MAP2K2,BRAF,LEF1,CHUK,CCNA1,KRAS,SOS1,RAF1,JUP,MAPK3,MTOR,BAD,MAPK1,TCF7L2,PPARD,SOS2,NRAS,CEBPA"
Viral myocarditis_Homo sapiens_hsa05416,0.4474885571645588,1.3957299508938945,0.15416666666666667,0.24427230108105835,59,54,"DMD,FYN,CAV1,ICAM1,HLA-DRA,HLA-DPA1,CD80,HLA-DMA,LAMA2,SGCD,RAC2,HLA-DPB1,ITGB2,HLA-DQB1,CD86,HLA-DMB,CD40LG,ITGAL,SGCA,CD40,HLA-DRB4,ABL2,PRF1,HLA-DQA1,HLA-DOB,ABL1,DAG1,HLA-E,CD28,HLA-DRB1,MYH7,SGCG,CASP9,CD55,RAC3,SGCB,HLA-DOA,ACTB,CCND1,EIF4G3,EIF4G1,MYH6,BID,CASP8,HLA-G,HLA-F,HLA-C,HLA-B,EIF4G2,HLA-A,CYCS,CXADR,RAC1,CASP3"
Dilated cardiomyopathy_Homo sapiens_hsa05414,0.3667189483733425,1.365039311829129,0.0975103734439834,0.24431854531138508,90,88,"PLN,DMD,ITGA5,ITGA7,ITGA1,DES,IGF1,TPM1,TNNT2,CACNA2D1,CACNA1C,LAMA2,ADCY4,SGCD,TPM2,ADCY5,ADCY3,SLC8A1,RYR2,ADRB1,TGFB1,TGFB2,CACNA2D3,SGCA,ACTC1,ADCY2,CACNG3,ITGA9,ADCY7,TGFB3,ITGB7,TTN,CACNB4,LMNA,GNAS,DAG1,PRKACG,CACNB2,CACNG6,ITGA4,ADCY8,ITGAV,TNNC1,MYH7,SGCG,MYL3,ITGA8,ADCY1,ITGB1,TPM4,CACNG1,CACNG2,ITGA2B,SGCB,CACNG8,ACTB,CACNB3,TNNI3,ADCY9,CACNA1S,MYL2,ITGA10,PRKACA,ITGB3,ITGB8,MYH6,CACNG7,CACNA1D,TNF,ITGA3,EMD,ITGA11,TPM3,CACNA2D2,ATP2A2,CACNA2D4,CACNG5,MYBPC3,ITGB4,ITGB5,CACNB1,CACNA1F,CACNG4,ITGA6,PRKACB,ITGB6,ADCY6,ITGA2"
"Alanine, aspartate and glutamate metabolism_Homo sapiens_hsa00250",-0.3936919305763364,-1.3301659901964147,0.12345679012345678,0.24513972613880108,35,35,"GFPT2,RIMKLB,ADSL,FOLH1,ASPA,CAD,NAT8L,PPAT,GLUL,ADSSL1,CPS1,AGXT2,ADSS,AGXT,ASS1,GLUD2,IL4I1,GAD2,ALDH4A1,GOT2,DDO,ASNS,GLUD1,GLS,GAD1,GLS2,ALDH5A1,GPT2,NIT2,GPT,RIMKLA,ASL,GOT1,GFPT1,ABAT"
MicroRNAs in cancer_Homo sapiens_hsa05206,0.28301845190093905,1.3610001535981529,0.01440329218106996,0.2456058869727373,297,160,"ZFPM2,VIM,PTGS2,TIMP3,NOTCH3,ITGA5,PDGFRB,NOTCH2,ZEB2,FOXP1,MYC,PDGFB,BMI1,FSCN1,CDC25B,SOCS1,MIR21,CYP1B1,PIM1,DDIT4,SIRT1,TPM1,MMP9,TNC,RDX,DNMT3A,ROCK1,HDAC4,RHOA,FZD3,PRKCB,TGFB2,MMP16,NOTCH1,RECK,ABCC1,DNMT1,TNR,CD44,MAP2K1,GRB2,SPRY2,RASSF1,APC2,CCND2,BRCA1,THBS1,SHC4,BCL2L2,ATM,IKBKB,PLCG2,MIR101-1,NOTCH4,CDKN2A,MIR155,ABL1,CDKN1B,PRKCG,IRS1,PDGFRA,PDCD4,MIR1-2,PIK3CA,IRS2,PLCG1,BCL2,TP63,PLAU,MIR194-2,MIR205,UBE2I,MIR29A,PIK3R2,STAT3,DICER1,HNRNPK,RPS6KA5,MDM4,TNXB,MIRLET7D,STMN1,CCND1,CDC25C,SHC1,MCL1,MIR146A,IGF2BP1,HRAS,MIR34A,HOXD10,TP53,MAPK7,PAK4,KIF23,NFKB1,PRKCE,TNN,E2F3,MIR137,CDC25A,PRKCA,MAP2K2,ITGB3,SLC45A3,TRIM71,BMF,CYP24A1,CCNG1,KRAS,CDCA5,PTEN,SLC7A1,MDM2,SOS1,RAF1,E2F1,HDAC1,E2F2,CREBBP,RPTOR,MIR29B2,EP300,FGFR3,MIR10A,CDKN1A,MTOR,VEGFA,BAK1,APC,BCL2L11,GLS,ABCB1,PDGFA,EZH2,GLS2,CCNE2,MIR17,MAPK1,DNMT3B,SERPINB5,EGFR,ST14,EZR,BMPR2,EFNA3,CDK6,HMGA2,SOS2,CCNE1,CRKL,ERBB2,MET,NRAS,ERBB3,HMOX1,MARCKS,CRK,CASP3,SOX4"
Epstein-Barr virus infection_Homo sapiens_hsa05169,0.3520800394709047,1.3958526422256006,0.07172131147540983,0.24901099874510962,202,192,"JUN,VIM,MAPK10,MAP3K14,HSPA6,MYC,RBPJ,PIK3CD,POLR2I,ICAM1,PSMC1,TNFAIP3,HLA-DRA,HLA-DPA1,HSPB2,FGR,SNW1,RAN,ENTPD1,ENTPD3,POLR2C,IL10RA,PSMC5,YWHAG,POLR2K,NEDD4,HLA-DPB1,POLR1D,HDAC4,TBK1,AKT3,GTF2E1,HSPA2,HSPB1,HDAC5,AKT1,HLA-DQB1,IRF3,PTMA,JAK3,TRAF5,CSNK2A2,PIK3R3,PSMD6,HSPA1L,CD19,LYN,POLR2G,NFKB2,ITGAL,PSMD4,POLR3GL,CD40,HLA-DRB4,CD44,AKT2,RELA,POLR3D,PIK3CG,PIK3R5,POLR3C,MAPK11,NCOR2,XPO1,POLR2A,HLA-DQA1,IKBKB,CDK2,IKBKG,POLR3H,PLCG2,POLR2J2,CDKN1B,PRKACG,POLR3K,HLA-E,PSMC2,TYK2,PIK3CA,LOC101060521,FCER2,HLA-DRB1,PLCG1,CR2,IL10,BCL2,NFKBIA,PIK3R1,POLR3G,SND1,PSMD11,NFKBIE,YWHAQ,EIF2AK4,EIF2AK2,PSMD14,SPI1,PSMD2,AKAP8L,PSMD12,PIK3R2,STAT3,POLR2J,TRAF1,POLR3F,POLR1C,POLR2F,TRAF2,TRADD,TBP,POLR2B,HDAC2,RELB,MAPK12,IFNG,YWHAH,SPN,CD38,RBPJL,TP53,POLR2E,TBPL1,GSK3B,RB1,GTF2B,MAP3K7,NFKB1,USP7,POLR3B,PIK3CB,PRKACA,PSMC3,GTF2E2,DDX58,CSNK2B,MAPK8,CHUK,CCNA1,IRAK1,SKP2,EIF2AK3,MAPK9,POLR3E,ATF2,MDM2,SYK,TAB2,SHFM1,POLR3A,PSMD3,NUP214,TAB1,HLA-G,HDAC1,HSPA8,HLA-F,MAP2K7,CREBBP,TRAF3,PSMD1,EP300,CDKN1A,POLR2H,POLR2L,CD58,HLA-C,YWHAE,NFKBIB,PSMC4,HLA-B,PSMD13,MAPK14,MAP2K6,EIF2AK1,POLR2D,YWHAZ,PSMD7,RIPK1,JAK1,PSMD8,TRAF6,HLA-A,CCNA2,MAP2K4,CDK1,YWHAB,IL10RB,CSNK2A1,PRKACB,MAPK13,HSPA1A,PSMC6"
Ether lipid metabolism_Homo sapiens_hsa00565,-0.38996551639786936,-1.316294033637461,0.1553398058252427,0.2579911261491958,45,41,"PPAP2B,PLD4,LPCAT1,PLA2G5,PLD3,ENPP2,PLA2G4D,PLA2G16,PLA2G2D,PLA2G7,JMJD7-PLA2G4B,PLA2G2E,PLD2,PLB1,PLA2G4C,TMEM86B,PLA2G2A,PLA2G4A,CEPT1,GAL3ST1,PAFAH1B2,ENPP6,PLA2G6,PLA2G4F,PLA2G2F,EPT1,PAFAH1B1,PPAP2A,LPCAT2,PLA2G1B,PLA2G3,PAFAH1B3,LPCAT4,PPAP2C,CHPT1,AGPS,PLA2G12A,PAFAH2,PLA2G12B,PLD1,UGT8"
Complement and coagulation cascades_Homo sapiens_hsa04610,0.513687184193699,1.7969413979874156,0.0019120458891013384,0.259954233409611,79,77,"SERPING1,THBD,CLU,C7,C1R,C1S,TFPI,VWF,F8,C3,CFH,C5AR1,ITGAM,CFD,C5,F13A1,PROS1,F10,C1QA,C4A,ITGB2,C1QC,CR1,C1QB,C3AR1,CFI,A2M,MBL2,C2,SERPINA5,VSIG4,MASP1,PROCR,F13B,C6,F7,KLKB1,SERPINF2,SERPINB2,MASP2,CR2,PLAU,SERPINC1,CD55,SERPIND1,F11,C9,ITGAX,F5,PLAT,SERPINE1,BDKRB1,FGG,FGA,CPB2,PLG,F2,C8G,FGB,KNG1,PLAUR,C8A,F2R,F2RL3,CFB,BDKRB2,PROC,CD59,F9,C8B,SERPINA1,F2RL2,F12,C4BPA,C4BPB,F3,CD46"
Adrenergic signaling in cardiomyocytes_Homo sapiens_hsa04261,0.31361340524131903,1.3333031836867304,0.08888888888888889,0.2656629057810131,148,145,"PLN,GNAI2,ATP1A2,AGTR1,ATP2B4,SCN4B,SCN7A,CREB5,ATF4,PIK3CD,TPM1,TNNT2,PPP2CA,CACNA2D1,SCN1B,PPP1R1A,CACNA1C,ADCY4,PLCB1,TPM2,ADCY5,ADCY3,ADRB2,SLC8A1,CAMK2B,AKT3,AKT1,RYR2,ADRB1,ADRA1B,PIK3R3,CAMK2G,CACNA2D3,PPP2R5B,CREB3L2,ACTC1,RAPGEF3,AKT2,ADCY2,PPP2R5C,CACNG3,ADCY7,PIK3CG,PIK3R5,MAPK11,CREM,CACNB4,GNAS,PRKACG,RAPGEF4,CACNB2,CACNG6,ADCY8,CALML6,TNNC1,PPP2R2B,PIK3CA,MYH7,ATP1A3,MYL3,BCL2,PIK3R1,ADCY1,ATF6B,ATP2B3,PLCB2,SCN5A,AGTR2,ATP1B2,ATP2B2,SLC9A1,TPM4,CALM1,PIK3R2,PPP2R5E,CACNG1,CACNG2,RPS6KA5,FXYD2,CREB1,CACNG8,PPP1CB,CACNB3,PPP2R2A,MYL4,CALML5,PPP2R5D,TNNI3,MAPK12,KCNE1,ADCY9,CACNA1S,MYL2,PIK3CB,ADRA1D,PPP2R2D,PPP2R1A,PRKACA,ADRA1A,PRKCA,CREB3L3,CALML3,PPP2R2C,MYH6,CACNG7,CREB3,ATF2,CACNA1D,PLCB3,TPM3,CACNA2D2,ATP2A2,ATP1A4,CACNA2D4,MAPK3,GNAQ,CAMK2A,CACNG5,KCNQ1,GNAI1,PPP1CA,CREB3L4,ATP1B4,CREB3L1,PPP2R3C,CAMK2D,PPP2R5A,CACNB1,CACNA1F,PPP1CC,CACNG4,PLCB4,MAPK14,GNAI3,MAPK1,ATP1B1,ATP1B3,PPP2R1B,ATP1A1,PPP2R3A,ATP2B1,PPP2CB,PRKACB,MAPK13,ADCY6"
AMPK signaling pathway_Homo sapiens_hsa04152,-0.31586990244433816,-1.3040939994992056,0.09423076923076923,0.2693730875969544,124,121,"ADIPOQ,IGF1,CREB5,ELAVL1,PIK3CD,PFKFB3,SIRT1,PPP2CA,PFKM,AKT3,AKT1,LEPR,CPT1C,TBC1D1,PIK3R3,SCD5,CAB39L,PPP2R5B,PRKAA2,CREB3L2,G6PC2,AKT2,PPP2R5C,ULK1,PFKP,ACACB,EEF2,PIK3CG,INS,PFKFB1,PIK3R5,TSC1,STK11,IRS1,PPP2R2B,PIK3CA,IRS2,LEP,RHEB,IRS4,PIK3R1,FASN,RPS6KB1,SLC2A4,GYS1,EIF4EBP1,CRTC2,PIK3R2,PPP2R5E,RPS6KB2,FOXO1,CREB1,G6PC3,CCND1,PRKAG1,PPP2R2A,PPP2R5D,CAMKK1,MAP3K7,SREBF1,STRADA,AKT1S1,RAB8A,PIK3CB,PPP2R2D,PPP2R1A,CD36,ADRA1A,PRKAG3,FOXO3,CREB3L3,EEF2K,PPP2R2C,LIPE,CCNA1,CREB3,ADIPOR1,MLYCD,PRKAA1,RPTOR,IGF1R,MTOR,GYS2,HNF4A,CREB3L4,CREB3L1,PFKFB4,PPP2R3C,RAB11B,PRKAG2,PPP2R5A,PPARGC1A,CAMKK2,ACACA,FBP2,RAB10,PPP2R1B,PDPK1,PPP2R3A,CCNA2,SCD,TSC2,RAB2A,CFTR,INSR,PCK1,PRKAB2,ADIPOR2,PFKFB2,PFKL,PRKAB1,PCK2,PPP2CB,FBP1,RAB14,CAB39,G6PC,CPT1A,PPARG,HMGCR,STRADB"
Glutamatergic synapse_Homo sapiens_hsa04724,0.2995779565799349,1.3238236630147178,0.05785123966942149,0.2700607834085643,114,112,"SLC38A2,GNAI2,ITPR1,GNAO1,GNGT2,ADRBK2,SLC17A7,SLC1A2,GNG7,TRPC1,CACNA1C,GNB4,ADCY4,PLCB1,HOMER3,HOMER2,ADCY5,SHANK3,ADCY3,GNG4,GNG2,GNG11,HOMER1,GNB5,PRKCB,GNG10,PLA2G4D,GNG3,PPP3CB,SLC1A3,GRIK5,ADCY2,PPP3CA,ADCY7,GNAS,JMJD7-PLA2G4B,PRKACG,PRKCG,ADRBK1,GRM2,ADCY8,GRIA2,ITPR2,DLG4,GRM5,GRIA1,PLD2,GRIK3,ADCY1,GRM6,GLUL,PLA2G4C,PLCB2,GRIK2,KCNJ3,DLGAP1,SLC38A3,SHANK1,SLC17A6,GNB1,ADCY9,GRIA4,GNB2,GRIN2D,PLA2G4A,GRIN2A,GNG8,SLC38A1,PRKACA,GNG13,PRKCA,GRM3,GRM4,GRIK1,CACNA1A,SLC1A6,GNGT1,GRM1,SHANK2,CACNA1D,PLA2G4F,GRIN3A,PLCB3,GNB3,GRIN2B,MAPK3,PPP3CC,GNAQ,GRIK4,GRM7,GNAI1,PPP3R2,GRIA3,GRIN3B,GRIN2C,GLS,PPP3R1,SLC1A7,GRIN1,PLCB4,GLS2,GNAI3,MAPK1,SLC17A8,ITPR3,GNG5,GRM8,SLC1A1,PRKACB,GNG12,PLD1,ADCY6"
Chemokine signaling pathway_Homo sapiens_hsa04062,0.3496684794892948,1.3259417478862447,0.13274336283185842,0.2711350606530351,187,182,"CXCL12,CCL2,CXCR4,GNAI2,CXCL8,GNGT2,CCL11,CX3CL1,ELMO1,PIK3CD,ADRBK2,FGR,CCL3,CCL21,GNG7,CCL4,STAT5B,GNB4,ADCY4,PLCB1,ADCY5,CDC42,RAC2,CCL19,ADCY3,CCR1,ROCK1,CXCL13,GNG4,CXCL1,SHC3,RHOA,AKT3,GNG2,AKT1,GNG11,WAS,CCR4,VAV1,GNB5,PRKCB,JAK3,GNG10,CCR7,RASGRP2,PIK3R3,CCR6,CCL14,LYN,ITK,GNG3,CCL18,PREX1,XCR1,CXCL2,DOCK2,CCL17,MAP2K1,GRK4,AKT2,ADCY2,GRB2,RAP1A,RELA,CCL22,CCR9,NCF1,CCL20,ADCY7,ARRB2,PIK3CG,PIK3R5,CXCR6,SHC2,GRK1,SHC4,IKBKB,CCL27,IKBKG,CCL24,PARD3,PPBP,CXCL3,CXCL10,PRKACG,GRK5,ADRBK1,ADCY8,PIK3CA,PF4V1,CXCR5,GRK6,CXCR1,CCR10,CCL16,CXCR2,NFKBIA,PIK3R1,CXCL16,CX3CR1,JAK2,ADCY1,CCR5,TIAM1,CCL23,PLCB2,GSK3A,STAT2,CCL5,PIK3R2,STAT3,HCK,RAP1B,CCL7,CCL25,XCL1,SHC1,CCL26,GNB1,CCL8,CXCL9,ADCY9,HRAS,CXCL5,PXN,GSK3B,GNB2,CCR2,GNG8,NFKB1,GRK7,PIK3CB,PRKACA,GNG13,PTK2B,FOXO3,PF4,BRAF,CCR3,PTK2,CHUK,KRAS,GNGT1,CCL1,SOS1,RAF1,ROCK2,PLCB3,CCR8,CXCL11,GNB3,MAPK3,VAV2,CXCR3,GNAI1,NFKBIB,SRC,PRKCZ,CXCL6,CXCL14,PLCB4,GNAI3,MAPK1,ARRB1,PRKCD,STAT1,BCAR1,SOS2,CCL13,CRKL,CCL28,GNG5,NRAS,RAC1,PAK1,PRKACB,CCL15,GNG12,WASL,CRK,ADCY6,VAV3"
Endocrine and other factor-regulated calcium reabsorption_Homo sapiens_hsa04961,-0.3443858796142046,-1.2962383228983763,0.11089494163424124,0.27133169603104845,47,47,"ATP1A2,PLCB1,DNM3,SLC8A1,PRKCB,CALB1,DNM1,KL,PTH1R,GNAS,AP2M1,CLTCL1,PRKACG,PRKCG,KLK2,ATP1A3,PLCB2,ATP1B2,AP2A2,ESR1,FXYD2,CLTC,ADCY9,AP2S1,TRPV5,PRKACA,PRKCA,BDKRB2,PLCB3,AP2B1,ATP1A4,GNAQ,ATP1B4,KLK1,PLCB4,CLTB,ATP1B1,AP2A1,ATP1B3,ATP1A1,CLTA,ATP2B1,DNM2,RAB11A,PRKACB,VDR,ADCY6"
Renin-angiotensin system_Homo sapiens_hsa04614,-0.4531298719140914,-1.2972694582354032,0.18181818181818182,0.27385991778677393,23,22,"AGTR1,CTSG,CMA1,MME,PRCP,KLK2,ATP6AP2,AGTR2,CPA3,ACE,NLN,MAS1,LNPEP,KLK1,ANPEP,THOP1,ENPEP,CTSA,REN,ACE2,PREP,AGT"
Protein digestion and absorption_Homo sapiens_hsa04974,0.35339572633724575,1.3179523517152154,0.13025210084033614,0.273919990968263,90,87,"COL1A2,SLC38A2,COL12A1,COL18A1,COL6A3,COL4A1,ELN,ATP1A2,COL6A2,COL15A1,COL5A2,COL4A2,COL1A1,KCNJ13,COL21A1,COL3A1,SLC8A1,COL14A1,PRSS1,COL6A6,MME,COL10A1,COL5A3,SLC8A2,COL5A1,COL24A1,COL27A1,COL6A1,PRCP,COL4A4,SLC3A2,COL7A1,CTRB1,SLC6A19,COL9A3,ATP1A3,COL4A3,COL11A1,COL11A2,SLC7A8,CPA2,ATP1B2,CTRL,SLC7A7,CPA1,FXYD2,COL4A6,SLC15A1,KCNN4,CPB1,SLC8A3,CPA3,COL2A1,CELA2A,COL13A1,COL9A1,COL4A5,CELA2B,CPB2,SLC1A5,SLC7A9,XPNPEP2,COL22A1,CELA3A,CELA3B,ATP1A4,DPP4,KCNQ1,COL9A2,ATP1B4,ATP1B1,COL6A5,ATP1B3,ATP1A1,SLC36A1,KCNE3,KCNK5,SLC16A10,MEP1A,SLC9A3,PRSS3,PRSS2,SLC1A1,SLC3A1,ACE2,COL17A1,MEP1B"
Other glycan degradation_Homo sapiens_hsa00511,-0.5215720827693464,-1.2841982266514627,0.23314065510597304,0.282728907232145,18,18,"MAN2B1,NEU2,ENGASE,MANBA,HEXDC,FUCA1,MAN2C1,HEXA,NEU3,MAN2B2,AGA,NEU4,FUCA2,GBA,GLB1,NEU1,HEXB,GBA2"
Rap1 signaling pathway_Homo sapiens_hsa04015,0.2748723413350462,1.2783655960045208,0.07099391480730223,0.29216263916197477,211,206,"FGF13,LPAR1,FGF2,VEGFC,GNAI2,CNR1,PDGFRB,FGF7,GNAO1,FGFR1,IGF1,PDGFB,ANGPT2,ITGAM,PIK3CD,RRAS,MRAS,FGF1,NGFR,FIGF,RASGRP3,PGF,VEGFB,ADCY4,FGF23,PLCB1,CSF1R,ADCY5,CDC42,RAC2,LCP2,ADCY3,RALGDS,ITGB2,RHOA,FLT4,AKT3,AKT1,SKAP1,PRKCB,RASGRP2,TEK,PIK3R3,RGS14,FYB,ITGAL,APBB1IP,PRKD2,ANGPT1,NGF,FGF3,PDGFC,PFN2,RASSF5,ARAP3,MAP2K1,RAPGEF3,AKT2,ADCY2,DOCK4,RAP1A,TLN1,ADCY7,FGF4,PIK3CG,PFN1,INS,PIK3R5,MAPK11,PRKD1,KIT,THBS1,LAT,GNAS,PARD3,CTNNB1,SIPA1,FPR1,PRKCG,RAPGEF4,ADORA2A,VASP,PDGFRA,FGF14,ADCY8,CALML6,PIK3CA,PARD6G,PLCG1,LPAR4,FGF19,RAPGEF1,ANGPT4,PIK3R1,EFNA5,RAPGEF5,ADCY1,TIAM1,ITGB1,PLCB2,HGF,EPHA2,PFN4,CALM1,PIK3R2,FGF10,FGF8,RAC3,ITGA2B,RAP1B,ACTB,FGF6,FGF16,FGF18,CALML5,FLT1,RAPGEF2,KDR,MAPK12,ADCY9,HRAS,FGF20,GRIN2A,PARD6A,RAPGEF6,FGF12,PIK3CB,FGF17,PRKCA,PRKD3,MAP2K2,ITGB3,ID1,BRAF,CALML3,PARD6B,FGF5,KRAS,F2R,F2RL3,RAF1,EGF,PDGFD,MLLT4,PLCB3,MAGI2,FGF21,GRIN2B,IGF1R,SIPA1L2,FGFR3,KITLG,CSF1,MAPK3,TLN2,GNAQ,VEGFA,SIPA1L3,VAV2,EFNA2,GNAI1,EFNA4,SRC,PRKCZ,LPAR2,EFNA1,DRD2,FARP2,GRIN1,PDGFA,PLCB4,MAPK14,MAGI1,FGFR4,FGF11,LPAR3,MAP2K6,RAP1GAP,GNAI3,MAPK1,FGF22,FGFR2,FGF9,EGFR,PRKCI,SIPA1L1,EFNA3,PLCE1,INSR,BCAR1,KRIT1,MAGI3,CRKL,MET,CTNND1,RALB,NRAS,LPAR5,RAC1,P2RY1,CDH1,MAPK13,ADORA2B,CRK,RALA,ADCY6"
Mucin type O-Glycan biosynthesis_Homo sapiens_hsa00512,-0.4129795652533189,-1.2726521865462015,0.21052631578947367,0.2928977517443363,31,30,"ST3GAL2,GALNT15,GCNT4,GALNT16,ST3GAL1,GALNT14,GALNT11,GALNT13,WBSCR17,GALNTL6,GALNT18,GALNT6,GALNTL5,GALNT9,C1GALT1C1,GALNT2,GALNT8,GALNT5,B3GNT6,C1GALT1,GALNT3,GCNT3,GALNT10,B4GALT5,GALNT7,ST6GALNAC1,GCNT1,GALNT4,GALNT12,GALNT1"
RNA polymerase_Homo sapiens_hsa03020,0.42188803123786933,1.3012774416515267,0.16733067729083664,0.2932992277021598,32,31,"POLR2I,POLR2C,POLR2K,POLR1E,POLR1D,TWISTNB,POLR2G,POLR3GL,POLR3D,POLR3C,POLR2A,POLR3H,POLR2J2,POLR3K,ZNRD1,LOC101060521,POLR3G,POLR2J,POLR3F,POLR1C,POLR2F,POLR2B,POLR1B,POLR2E,POLR3B,POLR3E,POLR3A,POLR1A,POLR2H,POLR2L,POLR2D"
African trypanosomiasis_Homo sapiens_hsa05143,0.4046392251529318,1.2909717484316736,0.17364016736401675,0.29498166875815063,35,33,"HBA1,LAMA4,ICAM1,VCAM1,PLCB1,HBB,IL1B,TLR9,IL6,PRKCB,IDO1,SELE,PRKCG,HPR,APOA1,IL12A,IL10,FASLG,PLCB2,APOL1,IFNG,IL12B,PRKCA,TNF,PLCB3,IDO2,GNAQ,MYD88,FAS,PLCB4,THOP1,IL18,F2RL1"
Aldosterone synthesis and secretion_Homo sapiens_hsa04925,0.3091467776453794,1.278972018964948,0.08924949290060852,0.295110395387598,81,78,"NR4A2,NR4A1,PDE2A,AGTR1,ITPR1,CREB5,ATF4,CACNA1C,ADCY4,PLCB1,ADCY5,ADCY3,NPR1,CAMK2B,PRKCB,CAMK2G,KCNK3,PRKD2,CREB3L2,ADCY2,CAMK1,ADCY7,CACNA1H,CACNA1I,PRKD1,STAR,ORAI1,GNAS,PRKACG,PRKCG,ADCY8,CALML6,ITPR2,CYP11A1,ADCY1,ATF6B,PLCB2,CALM1,CAMK1D,LDLR,CREB1,CALML5,ADCY9,CACNA1S,PRKCE,PRKACA,CAMK4,PRKCA,PRKD3,CREB3L3,HSD3B1,CALML3,CYP11B2,MC2R,LIPE,CAMK1G,CREB3,ATF2,CACNA1D,PLCB3,GNAQ,CAMK2A,SCARB1,CREB3L4,CREB3L1,CAMK2D,DAGLA,CACNA1F,PLCB4,HSD3B2,CACNA1G,KCNK9,GNA11,DAGLB,ITPR3,ATF1,PRKACB,ADCY6"
Inflammatory bowel disease (IBD)_Homo sapiens_hsa05321,0.4415672785971975,1.2966051728027863,0.22245762711864406,0.2953834797372112,65,62,"JUN,NFATC1,TLR5,IL12RB1,HLA-DRA,HLA-DPA1,HLA-DMA,IL1B,HLA-DPB1,IL21R,HLA-DQB1,HLA-DMB,IL6,TGFB1,MAF,IL18R1,GATA3,TGFB2,HLA-DRB4,IL2RG,IFNGR1,RELA,TGFB3,IL2,IL4R,HLA-DQA1,IL23A,HLA-DOB,STAT4,FOXP3,IL12A,IL13,HLA-DRB1,NOD2,IL10,TLR2,TBX21,IL18RAP,STAT3,HLA-DOA,STAT6,IL12RB2,IFNG,NFKB1,IL12B,IL22,RORA,TLR4,SMAD3,IL17A,TNF,IL17F,IL5,IL21,IL4,IFNGR2,RORC,SMAD2,IL1A,IL23R,STAT1,IL18"
Prolactin signaling pathway_Homo sapiens_hsa04917,0.3184261680512536,1.2814648992337967,0.11561866125760649,0.29550926404369976,72,71,"FOS,MAPK10,SOCS3,PIK3CD,SOCS1,STAT5A,STAT5B,SHC3,AKT3,AKT1,PIK3R3,MAP2K1,AKT2,GRB2,RELA,CGA,CCND2,PIK3CG,INS,PIK3R5,MAPK11,SHC2,SHC4,TNFSF11,CYP17A1,LHCGR,PIK3CA,PIK3R1,JAK2,PRL,SOCS5,GCK,ESR1,PIK3R2,STAT3,ESR2,SOCS2,SLC2A2,CCND1,SHC1,MAPK12,HRAS,CSN2,GSK3B,CISH,NFKB1,PIK3CB,GALT,FOXO3,MAP2K2,MAPK8,KRAS,MAPK9,SOS1,RAF1,SOCS7,TH,MAPK3,IRF1,SRC,SOCS4,MAPK14,MAPK1,ELF5,SOCS6,TNFRSF11A,STAT1,SOS2,NRAS,MAPK13,PRLR"
